BlockType,StimType,Stimulus,TargetType,Stim_CRESP,RunTrialNumber_Block,Block,Run
0-Back,PosFace,BM002_HO.bmp,target,Match,133,6,2
0-Back,PosFace,18F_HO.bmp,nonlure,No Match,134,6,2
0-Back,PosFace,BM002_HO.bmp,target,Match,135,6,2
0-Back,PosFace,HM01_HO.bmp,lure,No Match,136,6,2
0-Back,PosFace,18F_HO.bmp,lure,No Match,137,6,2
0-Back,PosFace,35M_HO.bmp,nonlure,No Match,138,6,2
0-Back,PosFace,BF07_HO.bmp,nonlure,No Match,139,6,2
0-Back,PosFace,WF038_HO.bmp,nonlure,No Match,140,6,2
0-Back,PosFace,BF07_HO.bmp,lure,No Match,141,6,2
Cue2Back,Places,,,,,,
2-Back,Place,PL_057_TUFTS06BW.bmp,nonlure,No Match,142,7,2
2-Back,Place,PL_059_TUFTS08BW.bmp,nonlure,No Match,143,7,2
2-Back,Place,PL_058_TUFTS07BW.bmp,nonlure,No Match,144,7,2
2-Back,Place,PL_060_TUFTS10BW.bmp,nonlure,No Match,145,7,2
2-Back,Place,PL_058_TUFTS07BW.bmp,target,Match,146,7,2
2-Back,Place,PL_060_TUFTS10BW.bmp,target,Match,147,7,2
2-Back,Place,PL_061_TUFTS11BW.bmp,nonlure,No Match,148,7,2
2-Back,Place,PL_061_TUFTS11BW.bmp,lure,No Match,149,7,2
2-Back,Place,PL_062_TUFTS17BW.bmp,nonlure,No Match,150,7,2
2-Back,Place,PL_062_TUFTS17BW.bmp,lure,No Match,151,7,2
Cue0Back,Faces,BF04_FO.bmp,,,,,
0-Back,NegFace,BF04_FO.bmp,target,Match,152,8,2
0-Back,NegFace,37M_FO.bmp,nonlure,No Match,153,8,2
0-Back,NegFace,37M_FO.bmp,lure,No Match,154,8,2
0-Back,NegFace,WM02_FO.bmp,nonlure,No Match,155,8,2
0-Back,NegFace,AM03_FO.bmp,nonlure,No Match,156,8,2
0-Back,NegFace,BF04_FO.bmp,target,Match,157,8,2
0-Back,NegFace,WM02_FO.bmp,lure,No Match,158,8,2
0-Back,NegFace,WF015_FO.bmp,nonlure,No Match,159,8,2
0-Back,NegFace,WF015_FO.bmp,lure,No Match,160,8,2
0-Back,NegFace,BM029_FO.bmp,nonlure,No Match,161,8,2
