TargetType,Run,Stimulus,RunTrialNumber_Block,StimType,BlockType,Stim_CRESP,Block,nBack.thisRepN,nBack.thisTrialN,nBack.thisN,nBack.thisIndex,Stim.RESP,Stim.RT,Stim.CRESP,CueFix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,CueTarget.OnsetTime,CueTarget.OffsetTime,CueTarget.StartTime,CueTarget.FinishTime,CueTarget.Duration,Fix15sec.OnsetTime,Fix15sec.Duration,Fix15sec.FinishTime,Fix15sec.StartTime,Fix15sec.OffsetTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,triggercode,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
lure,All,BF003_FO.bmp,68,NegFace,0-Back,No Match,7.0,0,76,76,76,,0,No Match,,,,,,,,,,,0,276530,278526,2000,276531,278526,0,278526,278526,500,279025,279025,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,39M_FO.bmp,69,NegFace,0-Back,Match,7.0,0,77,77,77,,0,Match,,,,,,,,,,,0,279032,281026,2000,279032,281026,0,281026,281026,500,281526,281526,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,10F_FO.bmp,70,NegFace,0-Back,No Match,7.0,0,78,78,78,,0,No Match,,,,,,,,,,,0,281531,283526,2000,281531,283526,0,283526,283526,500,284026,284026,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,39M_FO.bmp,71,NegFace,0-Back,Match,7.0,0,79,79,79,,0,Match,,,,,,,,,,,0,284031,286027,2000,284032,286027,0,286027,286027,500,286526,286526,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,Faces,Cue2Back,,8.0,0,80,80,80,,0,,287027,287027,289527,289527,286532,286532,287027,2500,287027,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_007_92026.bmp,72,Place,2-Back,No Match,8.0,0,81,81,81,,0,No Match,,,,,,,,,,,0,289535,291528,2000,289535,291528,0,291528,291528,500,292027,292027,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,PL_007_92026.bmp,73,Place,2-Back,No Match,8.0,0,82,82,82,,0,No Match,,,,,,,,,,,0,292032,294027,2000,292033,294027,0,294027,294027,500,294528,294528,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_010_92038.bmp,74,Place,2-Back,No Match,8.0,0,83,83,83,,0,No Match,,,,,,,,,,,0,294537,296527,2000,294538,296527,0,296527,296527,500,297028,297028,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_009_92037.bmp,75,Place,2-Back,No Match,8.0,0,84,84,84,,0,No Match,,,,,,,,,,,0,297037,299028,2000,297037,299028,0,299028,299028,500,299528,299528,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,PL_010_92038.bmp,76,Place,2-Back,Match,8.0,0,85,85,85,,0,Match,,,,,,,,,,,0,299533,301528,2000,299533,301528,0,301528,301528,500,302028,302029,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,PL_009_92037.bmp,77,Place,2-Back,Match,8.0,0,86,86,86,,0,Match,,,,,,,,,,,0,302034,304029,2000,302034,304029,0,304029,304029,500,304529,304529,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_008_92033.bmp,78,Place,2-Back,No Match,8.0,0,87,87,87,,0,No Match,,,,,,,,,,,0,304538,306529,2000,304539,306529,0,306529,306529,500,307029,307029,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_012_92047.bmp,79,Place,2-Back,No Match,8.0,0,88,88,88,,0,No Match,,,,,,,,,,,0,307039,309029,2000,307040,309029,0,309029,309029,500,309530,309530,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,PL_012_92047.bmp,80,Place,2-Back,No Match,8.0,0,89,89,89,,0,No Match,,,,,,,,,,,0,309535,311529,2000,309535,311529,0,311529,311529,500,312030,312030,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,PL_011_92044.bmp,81,Place,2-Back,No Match,8.0,0,90,90,90,,0,No Match,,,,,,,,,,,0,312037,314013,2000,312037,314013,0,314013,314013,500,314513,314513,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,None,Fix15secPROC,,None,0,91,91,91,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314516,15000,329516,314516,329516,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
"",All,"","",Faces,Cue2Back,"","",0,0,0,0,,0,"",383790,383790,386290,386290,383279,383279,383790,2500,383790,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,16F_FO.bmp,82,NegFace,2-Back,No Match,1,0,1,1,1,,0,No Match,,,,,,,,,,,0,386300,388290,2000,386300,388290,0,388290,388290,500,388790,388790,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,1F_FO.bmp,83,NegFace,2-Back,No Match,1,0,2,2,2,,0,No Match,,,,,,,,,,,0,388800,390791,2000,388801,390791,0,390791,390791,500,391291,391291,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,BM023_FO.bmp,84,NegFace,2-Back,No Match,1,0,3,3,3,,0,No Match,,,,,,,,,,,0,391301,393291,2000,391301,393291,0,393291,393291,500,393791,393791,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,16F_FO.bmp,85,NegFace,2-Back,No Match,1,0,4,4,4,,0,No Match,,,,,,,,,,,0,393796,395792,2000,393796,395792,0,395791,395792,500,396291,396292,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,BM023_FO.bmp,86,NegFace,2-Back,Match,1,0,5,5,5,,0,Match,,,,,,,,,,,0,396297,398292,2000,396297,398292,0,398292,398292,500,398792,398792,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,3F_FO.bmp,87,NegFace,2-Back,No Match,1,0,6,6,6,,0,No Match,,,,,,,,,,,0,398802,400792,2000,398803,400792,0,400792,400792,500,401292,401292,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,AM05_FO.bmp,88,NegFace,2-Back,No Match,1,0,7,7,7,,0,No Match,,,,,,,,,,,0,401299,403276,2000,401300,403276,0,403276,403277,500,403776,403776,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,3F_FO.bmp,89,NegFace,2-Back,Match,1,0,8,8,8,,0,Match,,,,,,,,,,,0,403781,405776,2000,403781,405776,0,405776,405776,500,406276,406276,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WM003_FO.bmp,90,NegFace,2-Back,No Match,1,0,9,9,9,,0,No Match,,,,,,,,,,,0,406283,408276,2000,406283,408276,0,408276,408276,500,408776,408776,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,AM05_FO.bmp,91,NegFace,2-Back,No Match,1,0,10,10,10,,0,No Match,,,,,,,,,,,0,408782,410776,2000,408782,410776,0,410776,410776,500,411277,411277,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,19F_HO.bmp,None,Faces,Cue0Back,,2,0,11,11,11,,0,,411777,,,,411285,411285,411777,,,500,,,,,,,,,,,,,411778,414277,411777,414277,2500,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,32M_HO.bmp,92,PosFace,0-Back,No Match,2,0,12,12,12,,0,No Match,,,,,,,,,,,0,414284,416278,2000,414284,416278,0,416278,416278,500,416777,416777,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,BF016_HO.bmp,93,PosFace,0-Back,No Match,2,0,13,13,13,,0,No Match,,,,,,,,,,,0,416787,418778,2000,416788,418778,0,418778,418778,500,419278,419278,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,BM06_HO.bmp,94,PosFace,0-Back,No Match,2,0,14,14,14,,0,No Match,,,,,,,,,,,0,419287,421278,2000,419287,421278,0,421278,421278,500,421778,421778,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,BF016_HO.bmp,95,PosFace,0-Back,No Match,2,0,15,15,15,,0,No Match,,,,,,,,,,,0,421782,423779,2000,421782,423779,0,423779,423779,500,424278,424278,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,19F_HO.bmp,96,PosFace,0-Back,Match,2,0,16,16,16,,0,Match,,,,,,,,,,,0,424284,426279,2000,424284,426279,0,426279,426279,500,426779,426779,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,32M_HO.bmp,97,PosFace,0-Back,No Match,2,0,17,17,17,,0,No Match,,,,,,,,,,,0,426783,428780,2000,426783,428780,0,428780,428780,500,429279,429279,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,20M_HO.bmp,98,PosFace,0-Back,No Match,2,0,18,18,18,,0,No Match,,,,,,,,,,,0,429288,431280,2000,429288,431280,0,431280,431280,500,431779,431780,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
target,All,19F_HO.bmp,99,PosFace,0-Back,Match,2,0,19,19,19,,0,Match,,,,,,,,,,,0,431785,433780,2000,431785,433780,0,433780,433780,500,434280,434280,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
nonlure,All,WF007_HO.bmp,100,PosFace,0-Back,No Match,2,0,20,20,20,,0,No Match,,,,,,,,,,,0,434287,436280,2000,434287,436280,0,436280,436280,500,436780,436780,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
lure,All,BM06_HO.bmp,101,PosFace,0-Back,No Match,2,0,21,21,21,,0,No Match,,,,,,,,,,,0,436786,438781,2000,436786,438781,0,438781,438781,500,439281,439281,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,None,Fix15secPROC,,None,0,22,22,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439282,15000,454283,439282,454283,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
None,All,None,None,Faces,Cue2Back,,None,0,23,23,23,,0,,454783,454783,457284,457284,454289,454289,454783,2500,454783,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,16:20:53,Professional,0,2018-08-09_162053,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9955943482,1,
