TargetType,Run,Stimulus,RunTrialNumber_Block,StimType,BlockType,Stim_CRESP,Block,nBack.thisRepN,nBack.thisTrialN,nBack.thisN,nBack.thisIndex,Stim.RESP,Stim.RT,Stim.CRESP,CueFix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,CueTarget.OnsetTime,CueTarget.OffsetTime,CueTarget.StartTime,CueTarget.FinishTime,CueTarget.Duration,Fix15sec.OnsetTime,Fix15sec.Duration,Fix15sec.FinishTime,Fix15sec.StartTime,Fix15sec.OffsetTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,triggercode,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
target,All,34M_HO.bmp,32,PosFace,0-Back,Match,4.0,0,35,35,35,,0,Match,,,,,,,,,,,0,113430,115426,2000,113430,115426,0,115426,115426,500,115926,115926,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,BM08_HO.bmp,33,PosFace,0-Back,No Match,4.0,0,36,36,36,,0,No Match,,,,,,,,,,,0,115936,117927,2000,115937,117927,0,117927,117927,500,118426,118426,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,HF04_HO.bmp,34,PosFace,0-Back,No Match,4.0,0,37,37,37,,0,No Match,,,,,,,,,,,0,118435,120427,2000,118435,120427,0,120427,120427,500,120926,120926,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,BF002_HO.bmp,35,PosFace,0-Back,No Match,4.0,0,38,38,38,,0,No Match,,,,,,,,,,,0,120935,122927,2000,120935,122927,0,122927,122927,500,123427,123427,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,BM08_HO.bmp,36,PosFace,0-Back,No Match,4.0,0,39,39,39,,0,No Match,,,,,,,,,,,0,123432,125427,2000,123432,125427,0,125427,125428,500,125927,125927,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,45M_HO.bmp,37,PosFace,0-Back,No Match,4.0,0,40,40,40,,0,No Match,,,,,,,,,,,0,125937,127929,2000,125937,127929,0,127929,127929,500,128427,128427,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,45M_HO.bmp,38,PosFace,0-Back,No Match,4.0,0,41,41,41,,0,No Match,,,,,,,,,,,0,128432,130428,2000,128432,130428,0,130428,130428,500,130928,130928,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,BF002_HO.bmp,39,PosFace,0-Back,No Match,4.0,0,42,42,42,,0,No Match,,,,,,,,,,,0,130933,132929,2000,130933,132929,0,132929,132929,500,133428,133428,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,34M_HO.bmp,40,PosFace,0-Back,Match,4.0,0,43,43,43,,0,Match,,,,,,,,,,,0,133434,135428,2000,133434,135428,0,135428,135428,500,135929,135929,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,WF07_HO.bmp,41,PosFace,0-Back,No Match,4.0,0,44,44,44,,0,No Match,,,,,,,,,,,0,135937,137929,2000,135938,137929,0,137929,137929,500,138429,138429,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
None,All,None,None,None,Fix15secPROC,,None,0,45,45,45,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138432,15000,153431,138432,153431,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,PL_001_92012.bmp,42,Place,Cue0Back,,5.0,0,46,46,46,,0,,153931,,,,153437,153437,153931,,,500,,,,,,,,,,,,,153932,156432,153931,156432,2500,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_003_92016.bmp,43,Place,0-Back,No Match,5.0,0,47,47,47,,0,No Match,,,,,,,,,,,0,156439,158432,2000,156440,158432,0,158432,158432,500,158931,158932,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,PL_003_92016.bmp,44,Place,0-Back,No Match,5.0,0,48,48,48,,0,No Match,,,,,,,,,,,0,158937,160932,2000,158937,160932,0,160932,160932,500,161432,161432,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_006_92025.bmp,45,Place,0-Back,No Match,5.0,0,49,49,49,,0,No Match,,,,,,,,,,,0,161442,163432,2000,161442,163432,0,163432,163432,500,163932,163932,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,PL_001_92012.bmp,46,Place,0-Back,Match,5.0,0,50,50,50,,0,Match,,,,,,,,,,,0,163938,165932,2000,163938,165932,0,165932,165932,500,166432,166432,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_004_92023.bmp,47,Place,0-Back,No Match,5.0,0,51,51,51,,0,No Match,,,,,,,,,,,0,166441,168433,2000,166442,168433,0,168433,168433,500,168933,168933,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_005_92024.bmp,48,Place,0-Back,No Match,5.0,0,52,52,52,,0,No Match,,,,,,,,,,,0,168943,170933,2000,168943,170933,0,170933,170933,500,171433,171433,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,PL_001_92012.bmp,49,Place,0-Back,Match,5.0,0,53,53,53,,0,Match,,,,,,,,,,,0,171439,173434,2000,171439,173434,0,173434,173434,500,173934,173934,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_002_92014.bmp,50,Place,0-Back,No Match,5.0,0,54,54,54,,0,No Match,,,,,,,,,,,0,173942,175934,2000,173943,175934,0,175934,175934,500,176434,176434,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,PL_004_92023.bmp,51,Place,0-Back,No Match,5.0,0,55,55,55,,0,No Match,,,,,,,,,,,0,176441,178434,2000,176441,178434,0,178434,178434,500,178934,178934,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,PL_006_92025.bmp,52,Place,0-Back,No Match,5.0,0,56,56,56,,0,No Match,,,,,,,,,,,0,178940,180935,2000,178940,180935,0,180935,180935,500,181434,181435,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
None,All,None,None,Faces,Cue2Back,,6.0,0,57,57,57,,0,,181935,181935,184436,184435,181441,181441,181935,2500,181935,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,AM228_NC.bmp,52,NeutFace,2-Back,No Match,6.0,0,58,58,58,,0,No Match,,,,,,,,,,,0,184444,186436,2000,184444,186436,0,186436,186436,500,186935,186936,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,26M_NC.bmp,53,NeutFace,2-Back,No Match,6.0,0,59,59,59,,0,No Match,,,,,,,,,,,0,186945,188935,2000,186946,188935,0,188935,188935,500,189436,189436,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,AM228_NC.bmp,54,NeutFace,2-Back,Match,6.0,0,60,60,60,,0,Match,,,,,,,,,,,0,189441,191436,2000,189442,191436,0,191436,191436,500,191936,191936,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,LF227_NC.bmp,55,NeutFace,2-Back,No Match,6.0,0,61,61,61,,0,No Match,,,,,,,,,,,0,191945,193937,2000,191945,193937,0,193937,193937,500,194436,194436,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,26M_NC.bmp,56,NeutFace,2-Back,No Match,6.0,0,62,62,62,,0,No Match,,,,,,,,,,,0,194440,196437,2000,194440,196437,0,196437,196437,500,196937,196937,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,LF227_NC.bmp,57,NeutFace,2-Back,Match,6.0,0,63,63,63,,0,Match,,,,,,,,,,,0,196942,198938,2000,196942,198938,0,198938,198938,500,199437,199437,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,AF206_NC.bmp,58,NeutFace,2-Back,No Match,6.0,0,64,64,64,,0,No Match,,,,,,,,,,,0,199446,201437,2000,199446,201437,0,201437,201437,500,201938,201938,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,AF206_NC.bmp,59,NeutFace,2-Back,No Match,6.0,0,65,65,65,,0,No Match,,,,,,,,,,,0,201943,203937,2000,201943,203937,0,203937,203938,500,204438,204438,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,BM03_NC.bmp,60,NeutFace,2-Back,No Match,6.0,0,66,66,66,,0,No Match,,,,,,,,,,,0,204445,206438,2000,204445,206438,0,206438,206438,500,206938,206938,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,WF012_NC.bmp,61,NeutFace,2-Back,No Match,6.0,0,67,67,67,,0,No Match,,,,,,,,,,,0,206948,208940,2000,206949,208940,0,208939,208940,500,209439,209439,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
None,All,None,None,None,Fix15secPROC,,None,0,68,68,68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209441,15000,224441,209441,224441,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,39M_FO.bmp,None,Faces,Cue0Back,,7.0,0,69,69,69,,0,,224941,,,,224449,224449,224941,,,500,,,,,,,,,,,,,224941,227442,224941,227442,2500,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,BF003_FO.bmp,62,NegFace,0-Back,No Match,7.0,0,70,70,70,,0,No Match,,,,,,,,,,,0,227450,229425,2000,227451,229425,0,229425,229425,500,229941,229941,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,HM05_FO.bmp,63,NegFace,0-Back,No Match,7.0,0,71,71,71,,0,No Match,,,,,,,,,,,0,229951,231942,2000,229952,231942,0,231942,231942,500,232441,232441,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,HM05_FO.bmp,64,NegFace,0-Back,No Match,7.0,0,72,72,72,,0,No Match,,,,,,,,,,,0,232447,234425,2000,232447,234425,0,234425,234425,500,234925,234925,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,10F_FO.bmp,65,NegFace,0-Back,No Match,7.0,0,73,73,73,,0,No Match,,,,,,,,,,,0,234935,236926,2000,234936,236926,0,236926,236926,500,237426,237426,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
